GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
53001950100,2000,9501,"Adams County, Washington",2547.0,14.83,278.0,27.02,409.0,36360.0,79800.0,26.0,94.58,0.24,2.71,0.55,0.51,0.0,1.37,0.04,3.0,0.0,0.0,1.08,0,0,0
53001950100,2001,9501,"Adams County, Washington",2547.0,14.83,280.0,27.02,409.0,36360.0,79800.0,26.0,94.58,0.24,2.71,0.55,0.51,0.0,1.37,0.04,7.0,2.0,0.72,2.5,0,0,0
53001950100,2002,9501,"Adams County, Washington",2547.0,14.83,281.0,27.02,409.0,36360.0,79800.0,26.0,94.58,0.24,2.71,0.55,0.51,0.0,1.37,0.04,1.0,0.0,0.0,0.36,1,0,0
53001950100,2003,9501,"Adams County, Washington",2547.0,14.83,283.0,27.02,409.0,36360.0,79800.0,26.0,94.58,0.24,2.71,0.55,0.51,0.0,1.37,0.04,6.0,6.0,2.12,2.12,0,0,0
53001950100,2004,9501,"Adams County, Washington",2547.0,14.83,284.0,27.02,409.0,36360.0,79800.0,26.0,94.58,0.24,2.71,0.55,0.51,0.0,1.37,0.04,4.0,4.0,1.41,1.41,0,0,0
53001950100,2005,9501,"Adams County, Washington",2504.0,6.61,286.0,25.92,552.0,43854.0,113000.0,24.2,92.17,1.08,3.15,1.36,0.0,0.0,2.24,0.0,7.0,4.0,1.4,2.45,0,0,0
53001950100,2006,9501,"Adams County, Washington",2504.0,6.61,287.0,25.92,552.0,43854.0,113000.0,24.2,92.17,1.08,3.15,1.36,0.0,0.0,2.24,0.0,3.0,1.0,0.35,1.05,0,0,0
53001950100,2007,9501,"Adams County, Washington",2504.0,6.61,289.0,25.92,552.0,43854.0,113000.0,24.2,92.17,1.08,3.15,1.36,0.0,0.0,2.24,0.0,5.0,1.0,0.35,1.73,1,0,0
53001950100,2008,9501,"Adams County, Washington",2504.0,6.61,290.0,25.92,552.0,43854.0,113000.0,24.2,92.17,1.08,3.15,1.36,0.0,0.0,2.24,0.0,2.0,1.0,0.34,0.69,1,0,0
53001950100,2009,9501,"Adams County, Washington",2504.0,6.61,292.0,25.92,552.0,43854.0,113000.0,24.2,92.17,1.08,3.15,1.36,0.0,0.0,2.24,0.0,2.0,2.0,0.69,0.69,0,0,0
53001950100,2010,9501,"Adams County, Washington",2447.0,8.15,293.0,28.15,545.0,44282.0,126500.0,32.7,92.77,0.08,4.58,0.94,0.37,0.0,1.27,0.0,2.0,1.0,0.34,0.68,1,0,0
53001950100,2011,9501,"Adams County, Washington",2395.0,8.28,298.0,32.05,640.0,47535.0,132600.0,24.9,91.32,0.17,4.68,0.38,0.17,0.0,3.3,0.0,2.0,1.0,0.34,0.67,1,0,0
53001950100,2012,9501,"Adams County, Washington",2395.0,8.28,303.0,32.05,640.0,47535.0,132600.0,24.9,91.32,0.17,4.68,0.38,0.17,0.0,3.3,0.0,1.0,1.0,0.33,0.33,1,0,0
53001950100,2013,9501,"Adams County, Washington",2395.0,8.28,308.0,32.05,640.0,47535.0,132600.0,24.9,91.32,0.17,4.68,0.38,0.17,0.0,3.3,0.0,1.0,1.0,0.33,0.33,1,0,0
53001950100,2014,9501,"Adams County, Washington",2395.0,8.28,312.0,32.05,640.0,47535.0,132600.0,24.9,91.32,0.17,4.68,0.38,0.17,0.0,3.3,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950100,2015,9501,"Adams County, Washington",2395.0,8.28,317.0,32.05,640.0,47535.0,132600.0,24.9,91.32,0.17,4.68,0.38,0.17,0.0,3.3,0.0,2.0,2.0,0.63,0.63,1,0,0
53001950100,2016,9501,"Adams County, Washington",2395.0,8.28,322.0,32.05,640.0,47535.0,132600.0,24.9,91.32,0.17,4.68,0.38,0.17,0.0,3.3,0.0,1.0,1.0,0.31,0.31,1,1,0
53001950200,2000,9502,"Adams County, Washington",1895.0,12.35,236.0,32.96,452.0,38333.0,64400.01,18.9,87.18,0.11,10.18,0.42,0.26,0.05,1.79,0.0,1.0,1.0,0.42,0.42,0,0,0
53001950200,2001,9502,"Adams County, Washington",1895.0,12.35,233.0,32.96,452.0,38333.0,64400.01,18.9,87.18,0.11,10.18,0.42,0.26,0.05,1.79,0.0,0.0,0.0,0.0,0.0,0,0,0
53001950200,2002,9502,"Adams County, Washington",1895.0,12.35,231.0,32.96,452.0,38333.0,64400.01,18.9,87.18,0.11,10.18,0.42,0.26,0.05,1.79,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950200,2003,9502,"Adams County, Washington",1895.0,12.35,228.0,32.96,452.0,38333.0,64400.01,18.9,87.18,0.11,10.18,0.42,0.26,0.05,1.79,0.0,1.0,1.0,0.44,0.44,0,0,0
53001950200,2004,9502,"Adams County, Washington",1895.0,12.35,226.0,32.96,452.0,38333.0,64400.01,18.9,87.18,0.11,10.18,0.42,0.26,0.05,1.79,0.0,2.0,1.0,0.44,0.89,0,0,0
53001950200,2005,9502,"Adams County, Washington",1858.0,14.78,223.0,29.49,673.0,42132.0,84400.02,21.0,81.11,0.0,13.29,0.75,0.0,0.0,4.84,0.0,1.0,0.0,0.0,0.45,0,0,0
53001950200,2006,9502,"Adams County, Washington",1858.0,14.78,220.0,29.49,673.0,42132.0,84400.02,21.0,81.11,0.0,13.29,0.75,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0,0,0
53001950200,2007,9502,"Adams County, Washington",1858.0,14.78,218.0,29.49,673.0,42132.0,84400.02,21.0,81.11,0.0,13.29,0.75,0.0,0.0,4.84,0.0,1.0,1.0,0.46,0.46,1,0,0
53001950200,2008,9502,"Adams County, Washington",1858.0,14.78,215.0,29.49,673.0,42132.0,84400.02,21.0,81.11,0.0,13.29,0.75,0.0,0.0,4.84,0.0,3.0,1.0,0.46,1.39,1,0,0
53001950200,2009,9502,"Adams County, Washington",1858.0,14.78,213.0,29.49,673.0,42132.0,84400.02,21.0,81.11,0.0,13.29,0.75,0.0,0.0,4.84,0.0,1.0,1.0,0.47,0.47,0,0,0
53001950200,2010,9502,"Adams County, Washington",1738.0,14.97,210.0,30.04,630.0,36371.0,86900.0,28.3,83.95,1.21,11.62,0.58,0.63,0.12,1.9,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950200,2011,9502,"Adams County, Washington",1621.0,16.01,213.0,34.07,831.0,52500.0,87800.0,21.6,84.15,0.0,12.65,0.43,0.37,0.12,2.28,0.0,2.0,1.0,0.47,0.94,1,0,0
53001950200,2012,9502,"Adams County, Washington",1621.0,16.01,216.0,34.07,831.0,52500.0,87800.0,21.6,84.15,0.0,12.65,0.43,0.37,0.12,2.28,0.0,1.0,0.0,0.0,0.46,1,0,0
53001950200,2013,9502,"Adams County, Washington",1621.0,16.01,219.0,34.07,831.0,52500.0,87800.0,21.6,84.15,0.0,12.65,0.43,0.37,0.12,2.28,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950200,2014,9502,"Adams County, Washington",1621.0,16.01,222.0,34.07,831.0,52500.0,87800.0,21.6,84.15,0.0,12.65,0.43,0.37,0.12,2.28,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950200,2015,9502,"Adams County, Washington",1621.0,16.01,225.0,34.07,831.0,52500.0,87800.0,21.6,84.15,0.0,12.65,0.43,0.37,0.12,2.28,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950200,2016,9502,"Adams County, Washington",1621.0,16.01,228.0,34.07,831.0,52500.0,87800.0,21.6,84.15,0.0,12.65,0.43,0.37,0.12,2.28,0.0,1.0,1.0,0.44,0.44,1,1,0
53001950300,2000,9503,"Adams County, Washington",5883.03,14.36,360.0,22.11,520.0,36277.98,114499.93,20.4,38.06,0.02,60.22,0.19,0.31,0.0,1.19,0.02,3.0,1.0,0.28,0.83,0,0,0
53001950300,2001,9503,"Adams County, Washington",5883.03,14.36,375.0,22.11,520.0,36277.98,114499.93,20.4,38.06,0.02,60.22,0.19,0.31,0.0,1.19,0.02,3.0,1.0,0.27,0.8,0,0,0
53001950300,2002,9503,"Adams County, Washington",5883.03,14.36,391.0,22.11,520.0,36277.98,114499.93,20.4,38.06,0.02,60.22,0.19,0.31,0.0,1.19,0.02,0.0,0.0,0.0,0.0,1,0,0
53001950300,2003,9503,"Adams County, Washington",5883.03,14.36,406.0,22.11,520.0,36277.98,114499.93,20.4,38.06,0.02,60.22,0.19,0.31,0.0,1.19,0.02,9.0,4.0,0.98,2.22,0,0,0
53001950300,2004,9503,"Adams County, Washington",5883.03,14.36,422.0,22.11,520.0,36277.98,114499.93,20.4,38.06,0.02,60.22,0.19,0.31,0.0,1.19,0.02,8.0,3.0,0.71,1.9,0,0,0
53001950300,2005,9503,"Adams County, Washington",5835.03,21.55,437.0,31.42,562.0,43057.96,128299.9,21.6,32.2,0.0,66.92,0.0,0.19,0.0,0.0,0.69,5.0,3.0,0.69,1.14,0,0,0
53001950300,2006,9503,"Adams County, Washington",5835.03,21.55,452.0,31.42,562.0,43057.96,128299.9,21.6,32.2,0.0,66.92,0.0,0.19,0.0,0.0,0.69,8.0,4.0,0.88,1.77,0,0,0
53001950300,2007,9503,"Adams County, Washington",5835.03,21.55,468.0,31.42,562.0,43057.96,128299.9,21.6,32.2,0.0,66.92,0.0,0.19,0.0,0.0,0.69,2.0,2.0,0.43,0.43,1,0,0
53001950300,2008,9503,"Adams County, Washington",5835.03,21.55,483.0,31.42,562.0,43057.96,128299.9,21.6,32.2,0.0,66.92,0.0,0.19,0.0,0.0,0.69,4.0,1.0,0.21,0.83,1,0,0
53001950300,2009,9503,"Adams County, Washington",5835.03,21.55,499.0,31.42,562.0,43057.96,128299.9,21.6,32.2,0.0,66.92,0.0,0.19,0.0,0.0,0.69,5.0,2.0,0.4,1.0,0,0,0
53001950300,2010,9503,"Adams County, Washington",6934.0,14.14,514.0,28.54,493.0,42391.0,105300.0,20.2,25.79,0.26,73.02,0.22,0.14,0.01,0.48,0.09,1.0,0.0,0.0,0.19,1,0,0
53001950300,2011,9503,"Adams County, Washington",7099.0,18.18,524.0,32.51,659.0,39276.0,139700.0,25.7,22.78,0.38,75.17,0.0,0.0,0.31,1.37,0.0,1.0,1.0,0.19,0.19,1,0,0
53001950300,2012,9503,"Adams County, Washington",7099.0,18.18,534.0,32.51,659.0,39276.0,139700.0,25.7,22.78,0.38,75.17,0.0,0.0,0.31,1.37,0.0,1.0,1.0,0.19,0.19,1,0,0
53001950300,2013,9503,"Adams County, Washington",7099.0,18.18,544.0,32.51,659.0,39276.0,139700.0,25.7,22.78,0.38,75.17,0.0,0.0,0.31,1.37,0.0,5.0,2.0,0.37,0.92,1,0,0
53001950300,2014,9503,"Adams County, Washington",7099.0,18.18,553.0,32.51,659.0,39276.0,139700.0,25.7,22.78,0.38,75.17,0.0,0.0,0.31,1.37,0.0,2.0,2.0,0.36,0.36,1,0,0
53001950300,2015,9503,"Adams County, Washington",7099.0,18.18,563.0,32.51,659.0,39276.0,139700.0,25.7,22.78,0.38,75.17,0.0,0.0,0.31,1.37,0.0,4.0,3.0,0.53,0.71,1,0,0
53001950300,2016,9503,"Adams County, Washington",7099.0,18.18,573.0,32.51,659.0,39276.0,139700.0,25.7,22.78,0.38,75.17,0.0,0.0,0.31,1.37,0.0,2.0,0.0,0.0,0.35,1,1,0
53001950400,2000,9504,"Adams County, Washington",2625.0,25.49,389.0,47.79,389.0,28393.0,86600.0,19.5,34.93,0.23,62.78,0.15,0.72,0.0,1.1,0.08,4.0,2.0,0.51,1.03,0,0,0
53001950400,2001,9504,"Adams County, Washington",2625.0,25.49,394.0,47.79,389.0,28393.0,86600.0,19.5,34.93,0.23,62.78,0.15,0.72,0.0,1.1,0.08,6.0,3.0,0.76,1.52,0,0,0
53001950400,2002,9504,"Adams County, Washington",2625.0,25.49,400.0,47.79,389.0,28393.0,86600.0,19.5,34.93,0.23,62.78,0.15,0.72,0.0,1.1,0.08,1.0,0.0,0.0,0.25,1,0,0
53001950400,2003,9504,"Adams County, Washington",2625.0,25.49,405.0,47.79,389.0,28393.0,86600.0,19.5,34.93,0.23,62.78,0.15,0.72,0.0,1.1,0.08,10.0,5.0,1.23,2.47,0,0,0
53001950400,2004,9504,"Adams County, Washington",2625.0,25.49,410.0,47.79,389.0,28393.0,86600.0,19.5,34.93,0.23,62.78,0.15,0.72,0.0,1.1,0.08,3.0,2.0,0.49,0.73,0,0,0
53001950400,2005,9504,"Adams County, Washington",2584.0,13.67,416.0,38.75,494.0,34142.0,128900.0,27.6,26.9,0.0,73.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24,0.24,0,0,0
53001950400,2006,9504,"Adams County, Washington",2584.0,13.67,421.0,38.75,494.0,34142.0,128900.0,27.6,26.9,0.0,73.1,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.19,1.43,0,0,0
53001950400,2007,9504,"Adams County, Washington",2584.0,13.67,426.0,38.75,494.0,34142.0,128900.0,27.6,26.9,0.0,73.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23,0.23,1,0,0
53001950400,2008,9504,"Adams County, Washington",2584.0,13.67,431.0,38.75,494.0,34142.0,128900.0,27.6,26.9,0.0,73.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950400,2009,9504,"Adams County, Washington",2584.0,13.67,437.0,38.75,494.0,34142.0,128900.0,27.6,26.9,0.0,73.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.23,0.46,0,0,0
53001950400,2010,9504,"Adams County, Washington",2856.0,25.34,442.0,50.11,607.0,42193.0,148700.0,31.6,29.34,0.07,69.08,0.11,0.88,0.0,0.42,0.11,1.0,1.0,0.23,0.23,1,0,0
53001950400,2011,9504,"Adams County, Washington",3123.0,28.36,448.0,51.12,706.0,41522.0,137400.0,43.9,29.65,0.26,68.01,0.0,1.18,0.0,0.9,0.0,3.0,3.0,0.67,0.67,1,0,0
53001950400,2012,9504,"Adams County, Washington",3123.0,28.36,453.0,51.12,706.0,41522.0,137400.0,43.9,29.65,0.26,68.01,0.0,1.18,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950400,2013,9504,"Adams County, Washington",3123.0,28.36,459.0,51.12,706.0,41522.0,137400.0,43.9,29.65,0.26,68.01,0.0,1.18,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950400,2014,9504,"Adams County, Washington",3123.0,28.36,465.0,51.12,706.0,41522.0,137400.0,43.9,29.65,0.26,68.01,0.0,1.18,0.0,0.9,0.0,1.0,1.0,0.22,0.22,1,0,0
53001950400,2015,9504,"Adams County, Washington",3123.0,28.36,470.0,51.12,706.0,41522.0,137400.0,43.9,29.65,0.26,68.01,0.0,1.18,0.0,0.9,0.0,1.0,1.0,0.21,0.21,1,0,0
53001950400,2016,9504,"Adams County, Washington",3123.0,28.36,476.0,51.12,706.0,41522.0,137400.0,43.9,29.65,0.26,68.01,0.0,1.18,0.0,0.9,0.0,2.0,2.0,0.42,0.42,1,1,0
53001950500,2000,9505,"Adams County, Washington",3478.0,24.86,390.0,37.43,452.0,30125.0,84900.0,29.1,33.04,0.14,65.53,0.23,0.58,0.03,0.32,0.14,2.0,0.0,0.0,0.51,0,0,0
53001950500,2001,9505,"Adams County, Washington",3478.0,24.86,404.0,37.43,452.0,30125.0,84900.0,29.1,33.04,0.14,65.53,0.23,0.58,0.03,0.32,0.14,1.0,0.0,0.0,0.25,0,0,0
53001950500,2002,9505,"Adams County, Washington",3478.0,24.86,417.0,37.43,452.0,30125.0,84900.0,29.1,33.04,0.14,65.53,0.23,0.58,0.03,0.32,0.14,0.0,0.0,0.0,0.0,1,0,0
53001950500,2003,9505,"Adams County, Washington",3478.0,24.86,431.0,37.43,452.0,30125.0,84900.0,29.1,33.04,0.14,65.53,0.23,0.58,0.03,0.32,0.14,4.0,4.0,0.93,0.93,0,0,0
53001950500,2004,9505,"Adams County, Washington",3478.0,24.86,444.0,37.43,452.0,30125.0,84900.0,29.1,33.04,0.14,65.53,0.23,0.58,0.03,0.32,0.14,6.0,3.0,0.68,1.35,0,0,0
53001950500,2005,9505,"Adams County, Washington",4248.0,17.18,458.0,37.44,479.0,34676.0,123700.0,32.7,21.73,0.0,75.78,0.0,0.24,0.0,2.26,0.0,5.0,4.0,0.87,1.09,0,0,0
53001950500,2006,9505,"Adams County, Washington",4248.0,17.18,471.0,37.44,479.0,34676.0,123700.0,32.7,21.73,0.0,75.78,0.0,0.24,0.0,2.26,0.0,5.0,2.0,0.42,1.06,0,0,0
53001950500,2007,9505,"Adams County, Washington",4248.0,17.18,485.0,37.44,479.0,34676.0,123700.0,32.7,21.73,0.0,75.78,0.0,0.24,0.0,2.26,0.0,4.0,2.0,0.41,0.83,1,0,0
53001950500,2008,9505,"Adams County, Washington",4248.0,17.18,498.0,37.44,479.0,34676.0,123700.0,32.7,21.73,0.0,75.78,0.0,0.24,0.0,2.26,0.0,2.0,1.0,0.2,0.4,1,0,0
53001950500,2009,9505,"Adams County, Washington",4248.0,17.18,512.0,37.44,479.0,34676.0,123700.0,32.7,21.73,0.0,75.78,0.0,0.24,0.0,2.26,0.0,8.0,1.0,0.2,1.56,0,0,0
53001950500,2010,9505,"Adams County, Washington",4753.0,25.98,525.0,40.48,593.0,39375.0,148200.0,30.7,19.08,0.08,78.88,0.53,0.93,0.0,0.32,0.19,3.0,1.0,0.19,0.57,1,0,0
53001950500,2011,9505,"Adams County, Washington",4843.0,16.0,536.0,29.41,677.0,50870.0,144800.0,30.5,16.91,0.0,81.58,0.0,1.51,0.0,0.0,0.0,4.0,4.0,0.75,0.75,1,0,0
53001950500,2012,9505,"Adams County, Washington",4843.0,16.0,547.0,29.41,677.0,50870.0,144800.0,30.5,16.91,0.0,81.58,0.0,1.51,0.0,0.0,0.0,2.0,2.0,0.37,0.37,1,0,0
53001950500,2013,9505,"Adams County, Washington",4843.0,16.0,558.0,29.41,677.0,50870.0,144800.0,30.5,16.91,0.0,81.58,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
53001950500,2014,9505,"Adams County, Washington",4843.0,16.0,568.0,29.41,677.0,50870.0,144800.0,30.5,16.91,0.0,81.58,0.0,1.51,0.0,0.0,0.0,2.0,1.0,0.18,0.35,1,0,0
53001950500,2015,9505,"Adams County, Washington",4843.0,16.0,579.0,29.41,677.0,50870.0,144800.0,30.5,16.91,0.0,81.58,0.0,1.51,0.0,0.0,0.0,1.0,1.0,0.17,0.17,1,0,0
53001950500,2016,9505,"Adams County, Washington",4843.0,16.0,590.0,29.41,677.0,50870.0,144800.0,30.5,16.91,0.0,81.58,0.0,1.51,0.0,0.0,0.0,2.0,2.0,0.34,0.34,1,1,0
53003960100,2000,9601,"Asotin County, Washington",3769.0,12.29,247.0,17.41,503.0,46329.0,140000.0,24.3,96.5,0.08,1.22,0.98,0.19,0.03,0.9,0.11,2.0,2.0,0.81,0.81,0,0,0
53003960100,2001,9601,"Asotin County, Washington",3769.0,12.29,250.0,17.41,503.0,46329.0,140000.0,24.3,96.5,0.08,1.22,0.98,0.19,0.03,0.9,0.11,7.0,5.0,2.0,2.8,0,0,0
53003960100,2002,9601,"Asotin County, Washington",3769.0,12.29,253.0,17.41,503.0,46329.0,140000.0,24.3,96.5,0.08,1.22,0.98,0.19,0.03,0.9,0.11,3.0,1.0,0.4,1.19,0,0,0
53003960100,2003,9601,"Asotin County, Washington",3769.0,12.29,256.0,17.41,503.0,46329.0,140000.0,24.3,96.5,0.08,1.22,0.98,0.19,0.03,0.9,0.11,7.0,1.0,0.39,2.74,0,0,0
53003960100,2004,9601,"Asotin County, Washington",3769.0,12.29,259.0,17.41,503.0,46329.0,140000.0,24.3,96.5,0.08,1.22,0.98,0.19,0.03,0.9,0.11,,,,,0,0,0
53003960100,2005,9601,"Asotin County, Washington",3659.0,1.69,262.0,11.67,582.0,57069.0,205500.0,28.1,96.91,0.0,0.85,1.67,0.46,0.11,0.0,0.0,,,,,0,0,0
53003960100,2006,9601,"Asotin County, Washington",3659.0,1.69,264.0,11.67,582.0,57069.0,205500.0,28.1,96.91,0.0,0.85,1.67,0.46,0.11,0.0,0.0,,,,,0,0,0
53003960100,2007,9601,"Asotin County, Washington",3659.0,1.69,267.0,11.67,582.0,57069.0,205500.0,28.1,96.91,0.0,0.85,1.67,0.46,0.11,0.0,0.0,,,,,0,0,0
53003960100,2008,9601,"Asotin County, Washington",3659.0,1.69,270.0,11.67,582.0,57069.0,205500.0,28.1,96.91,0.0,0.85,1.67,0.46,0.11,0.0,0.0,,,,,0,0,0
53003960100,2009,9601,"Asotin County, Washington",3659.0,1.69,273.0,11.67,582.0,57069.0,205500.0,28.1,96.91,0.0,0.85,1.67,0.46,0.11,0.0,0.0,,,,,0,0,0
53003960100,2010,9601,"Asotin County, Washington",4304.0,4.05,276.0,16.11,719.0,59301.0,258900.0,23.2,94.42,0.28,2.35,0.79,0.42,0.3,1.39,0.05,,,,,0,0,0
53003960100,2011,9601,"Asotin County, Washington",4247.0,5.98,283.0,15.59,812.0,66613.0,246500.0,27.1,88.67,0.0,1.91,1.3,2.61,1.25,4.26,0.0,,,,,0,0,0
53003960100,2012,9601,"Asotin County, Washington",4247.0,5.98,289.0,15.59,812.0,66613.0,246500.0,27.1,88.67,0.0,1.91,1.3,2.61,1.25,4.26,0.0,,,,,0,0,0
53003960100,2013,9601,"Asotin County, Washington",4247.0,5.98,296.0,15.59,812.0,66613.0,246500.0,27.1,88.67,0.0,1.91,1.3,2.61,1.25,4.26,0.0,,,,,0,0,0
53003960100,2014,9601,"Asotin County, Washington",4247.0,5.98,303.0,15.59,812.0,66613.0,246500.0,27.1,88.67,0.0,1.91,1.3,2.61,1.25,4.26,0.0,,,,,0,0,0
53003960100,2015,9601,"Asotin County, Washington",4247.0,5.98,309.0,15.59,812.0,66613.0,246500.0,27.1,88.67,0.0,1.91,1.3,2.61,1.25,4.26,0.0,,,,,0,0,0
53003960100,2016,9601,"Asotin County, Washington",4247.0,5.98,316.0,15.59,812.0,66613.0,246500.0,27.1,88.67,0.0,1.91,1.3,2.61,1.25,4.26,0.0,,,,,0,0,0
53003960200,2000,9602,"Asotin County, Washington",4387.0,7.72,361.0,20.45,581.0,44867.0,130500.0,27.8,95.58,0.02,1.39,0.73,0.73,0.02,1.5,0.02,4.0,4.0,1.11,1.11,0,0,0
53003960200,2001,9602,"Asotin County, Washington",4387.0,7.72,368.0,20.45,581.0,44867.0,130500.0,27.8,95.58,0.02,1.39,0.73,0.73,0.02,1.5,0.02,6.0,5.0,1.36,1.63,0,0,0
53003960200,2002,9602,"Asotin County, Washington",4387.0,7.72,374.0,20.45,581.0,44867.0,130500.0,27.8,95.58,0.02,1.39,0.73,0.73,0.02,1.5,0.02,6.0,5.0,1.34,1.6,0,0,0
53003960200,2003,9602,"Asotin County, Washington",4387.0,7.72,381.0,20.45,581.0,44867.0,130500.0,27.8,95.58,0.02,1.39,0.73,0.73,0.02,1.5,0.02,12.0,1.0,0.26,3.15,0,0,0
53003960200,2004,9602,"Asotin County, Washington",4387.0,7.72,387.0,20.45,581.0,44867.0,130500.0,27.8,95.58,0.02,1.39,0.73,0.73,0.02,1.5,0.02,,,,,0,0,0
53003960200,2005,9602,"Asotin County, Washington",4677.0,5.56,394.0,19.5,669.0,50519.0,166800.0,29.4,97.67,0.0,2.03,0.0,0.3,0.0,0.0,0.0,,,,,0,0,0
53003960200,2006,9602,"Asotin County, Washington",4677.0,5.56,400.0,19.5,669.0,50519.0,166800.0,29.4,97.67,0.0,2.03,0.0,0.3,0.0,0.0,0.0,,,,,0,0,0
53003960200,2007,9602,"Asotin County, Washington",4677.0,5.56,407.0,19.5,669.0,50519.0,166800.0,29.4,97.67,0.0,2.03,0.0,0.3,0.0,0.0,0.0,,,,,0,0,0
53003960200,2008,9602,"Asotin County, Washington",4677.0,5.56,413.0,19.5,669.0,50519.0,166800.0,29.4,97.67,0.0,2.03,0.0,0.3,0.0,0.0,0.0,,,,,0,0,0
53003960200,2009,9602,"Asotin County, Washington",4677.0,5.56,420.0,19.5,669.0,50519.0,166800.0,29.4,97.67,0.0,2.03,0.0,0.3,0.0,0.0,0.0,,,,,0,0,0
53003960200,2010,9602,"Asotin County, Washington",4542.0,3.16,426.0,21.54,721.0,51297.0,192200.0,23.5,94.65,0.44,2.14,0.88,0.53,0.15,1.21,0.0,,,,,0,0,0
53003960200,2011,9602,"Asotin County, Washington",4845.0,5.97,433.0,18.37,962.0,52232.0,197500.0,27.0,92.32,0.8,3.43,1.26,0.27,0.0,1.92,0.0,,,,,0,0,0
53003960200,2012,9602,"Asotin County, Washington",4845.0,5.97,440.0,18.37,962.0,52232.0,197500.0,27.0,92.32,0.8,3.43,1.26,0.27,0.0,1.92,0.0,,,,,0,0,0
53003960200,2013,9602,"Asotin County, Washington",4845.0,5.97,447.0,18.37,962.0,52232.0,197500.0,27.0,92.32,0.8,3.43,1.26,0.27,0.0,1.92,0.0,,,,,0,0,0
53003960200,2014,9602,"Asotin County, Washington",4845.0,5.97,454.0,18.37,962.0,52232.0,197500.0,27.0,92.32,0.8,3.43,1.26,0.27,0.0,1.92,0.0,,,,,0,0,0
53003960200,2015,9602,"Asotin County, Washington",4845.0,5.97,461.0,18.37,962.0,52232.0,197500.0,27.0,92.32,0.8,3.43,1.26,0.27,0.0,1.92,0.0,,,,,0,0,0
53003960200,2016,9602,"Asotin County, Washington",4845.0,5.97,468.0,18.37,962.0,52232.0,197500.0,27.0,92.32,0.8,3.43,1.26,0.27,0.0,1.92,0.0,,,,,0,0,0
53003960300,2000,9603,"Asotin County, Washington",3794.0,24.55,811.0,49.45,437.0,23227.0,76300.0,27.3,93.12,0.08,2.85,1.63,0.58,0.03,1.63,0.08,20.0,17.0,2.1,2.47,0,0,0
53003960300,2001,9603,"Asotin County, Washington",3794.0,24.55,814.0,49.45,437.0,23227.0,76300.0,27.3,93.12,0.08,2.85,1.63,0.58,0.03,1.63,0.08,30.0,25.0,3.07,3.69,0,0,0
53003960300,2002,9603,"Asotin County, Washington",3794.0,24.55,816.0,49.45,437.0,23227.0,76300.0,27.3,93.12,0.08,2.85,1.63,0.58,0.03,1.63,0.08,17.0,9.0,1.1,2.08,0,0,0
53003960300,2003,9603,"Asotin County, Washington",3794.0,24.55,819.0,49.45,437.0,23227.0,76300.0,27.3,93.12,0.08,2.85,1.63,0.58,0.03,1.63,0.08,34.0,13.0,1.59,4.15,0,0,0
53003960300,2004,9603,"Asotin County, Washington",3794.0,24.55,822.0,49.45,437.0,23227.0,76300.0,27.3,93.12,0.08,2.85,1.63,0.58,0.03,1.63,0.08,,,,,0,0,0
53003960300,2005,9603,"Asotin County, Washington",3981.0,27.19,825.0,43.04,492.0,23792.0,90900.0,30.1,92.34,0.0,2.39,0.25,0.5,0.0,4.52,0.0,,,,,0,0,0
53003960300,2006,9603,"Asotin County, Washington",3981.0,27.19,827.0,43.04,492.0,23792.0,90900.0,30.1,92.34,0.0,2.39,0.25,0.5,0.0,4.52,0.0,,,,,0,0,0
53003960300,2007,9603,"Asotin County, Washington",3981.0,27.19,830.0,43.04,492.0,23792.0,90900.0,30.1,92.34,0.0,2.39,0.25,0.5,0.0,4.52,0.0,,,,,0,0,0
53003960300,2008,9603,"Asotin County, Washington",3981.0,27.19,833.0,43.04,492.0,23792.0,90900.0,30.1,92.34,0.0,2.39,0.25,0.5,0.0,4.52,0.0,,,,,0,0,0
