tractcode,state,sta,county,countyname,tract,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
53053071205,53,WA,053,Pierce County,071205,"1,476",29,"1,181",2.5%,42,"1,845",2.3%,150,768,19.5%,6.4%,-1.0%
53053071206,53,WA,053,Pierce County,071206,"1,937",46,"1,466",3.1%,73,"2,587",2.8%,242,953,25.4%,6.4%,-1.0%
53053071207,53,WA,053,Pierce County,071207,"1,889",33,"1,003",3.3%,81,"2,734",3.0%,186,652,28.5%,5.8%,-1.0%
53053071208,53,WA,053,Pierce County,071208,"2,443",70,"1,803",3.9%,47,"3,094",1.5%,380,"1,172",32.4%,6.3%,-1.0%
53053071209,53,WA,053,Pierce County,071209,"1,403",39,"1,380",2.8%,16,"1,443",1.1%,227,897,25.3%,5.4%,-1.0%
53053071210,53,WA,053,Pierce County,071210,"1,508",26,"1,391",1.9%,16,"1,617",1.0%,138,904,15.3%,6.0%,-1.0%
53053071304,53,WA,053,Pierce County,071304,"1,792",54,"1,566",3.4%,55,"2,399",2.3%,290,"1,018",28.5%,6.3%,-1.0%
53053071305,53,WA,053,Pierce County,071305,"1,279",27,860,3.1%,47,"1,424",3.3%,141,559,25.2%,6.4%,-1.0%
53053071306,53,WA,053,Pierce County,071306,"1,810",76,"1,931",3.9%,63,"2,305",2.7%,410,"1,255",32.7%,6.4%,-1.0%
53053071307,53,WA,053,Pierce County,071307,"1,318",34,"1,177",2.9%,36,"1,819",2.0%,177,765,23.1%,6.4%,-1.0%
53053071308,53,WA,053,Pierce County,071308,"1,864",118,"3,087",3.8%,63,"3,079",2.0%,631,"2,007",31.4%,6.4%,-1.0%
53053071403,53,WA,053,Pierce County,071403,"1,527",35,906,3.9%,0,"1,569",0.0%,189,589,32.1%,6.4%,-1.0%
53053071406,53,WA,053,Pierce County,071406,"1,283",72,"1,934",3.7%,44,"2,098",2.1%,388,"1,257",30.9%,6.4%,-1.0%
53053071407,53,WA,053,Pierce County,071407,"1,521",106,"2,208",4.8%,0,"1,890",0.0%,580,"1,435",40.4%,6.4%,-1.0%
53053071408,53,WA,053,Pierce County,071408,"1,287",50,"1,003",5.0%,13,"1,430",0.9%,275,652,42.2%,6.4%,-1.0%
53053071409,53,WA,053,Pierce County,071409,"1,406",72,"1,348",5.3%,0,"1,535",0.0%,398,876,45.4%,6.4%,-1.0%
53053071410,53,WA,053,Pierce County,071410,"1,198",64,"1,452",4.4%,0,"2,047",0.0%,348,944,36.9%,6.4%,-1.0%
53053071411,53,WA,053,Pierce County,071411,"1,137",76,"1,551",4.9%,0,"1,522",0.0%,417,"1,008",41.4%,6.4%,-1.0%
53053071503,53,WA,053,Pierce County,071503,"2,000",32,895,3.6%,32,"2,167",1.5%,169,582,29.0%,6.4%,-1.0%
53053071504,53,WA,053,Pierce County,071504,"1,612",43,760,5.7%,43,"1,668",2.6%,235,494,47.6%,6.4%,-1.0%
53053071505,53,WA,053,Pierce County,071505,"1,939",58,"1,308",4.4%,48,"2,059",2.3%,315,850,37.1%,6.4%,-1.0%
53053071506,53,WA,053,Pierce County,071506,"1,725",71,"1,478",4.8%,29,"1,920",1.5%,387,961,40.3%,6.4%,-1.0%
53053071601,53,WA,053,Pierce County,071601,"1,504",31,663,4.7%,61,"1,869",3.3%,169,431,39.2%,6.4%,-1.0%
53053071602,53,WA,053,Pierce County,071602,"1,824",64,"1,374",4.7%,116,"2,813",4.1%,349,893,39.1%,6.4%,-1.0%
53053071703,53,WA,053,Pierce County,071703,"1,382",4,72,5.6%,63,"1,692",3.7%,22,47,46.8%,6.6%,-1.0%
53053071704,53,WA,053,Pierce County,071704,"1,524",9,146,6.2%,120,"1,794",6.7%,49,95,51.6%,6.4%,-1.0%
53053071705,53,WA,053,Pierce County,071705,"1,259",46,863,5.3%,54,"1,362",4.0%,255,561,45.5%,6.4%,-1.0%
53053071706,53,WA,053,Pierce County,071706,696,14,234,6.0%,60,713,8.4%,77,152,50.7%,6.5%,-1.0%
53053071707,53,WA,053,Pierce County,071707,"1,053",40,780,5.1%,46,"1,105",4.2%,218,507,43.0%,6.4%,-1.0%
53053071803,53,WA,053,Pierce County,071803,"2,142",20,600,3.3%,66,"2,367",2.8%,102,390,26.2%,6.6%,-1.0%
53053071804,53,WA,053,Pierce County,071804,"3,087",30,605,5.0%,115,"3,277",3.5%,162,393,41.2%,6.6%,-1.0%
53053071805,53,WA,053,Pierce County,071805,"1,374",22,386,5.7%,60,"1,494",4.0%,120,251,47.8%,6.6%,-1.0%
53053071806,53,WA,053,Pierce County,071806,"1,791",6,88,6.8%,161,"1,831",8.8%,31,57,54.4%,6.6%,-1.0%
53053071901,53,WA,053,Pierce County,071901,"2,020",40,986,4.1%,65,"2,223",2.9%,213,641,33.2%,6.6%,-1.0%
53053071902,53,WA,053,Pierce County,071902,"2,154",40,"1,360",2.9%,85,"2,342",3.6%,205,884,23.2%,6.6%,-1.0%
53053072000,53,WA,053,Pierce County,072000,"2,028",21,397,5.3%,134,"2,219",6.0%,112,258,43.4%,6.6%,-1.0%
53053072105,53,WA,053,Pierce County,072105,"1,927",41,"1,383",3.0%,44,"1,951",2.3%,211,899,23.5%,6.6%,-1.0%
53053072106,53,WA,053,Pierce County,072106,"2,891",24,700,3.4%,97,"3,037",3.2%,127,455,27.9%,6.6%,-1.0%
53053072107,53,WA,053,Pierce County,072107,"1,612",42,"1,211",3.5%,40,"1,762",2.3%,221,787,28.1%,6.6%,-1.0%
53053072108,53,WA,053,Pierce County,072108,"2,031",47,"1,157",4.1%,152,"2,195",6.9%,249,752,33.1%,6.6%,-1.0%
53053072109,53,WA,053,Pierce County,072109,"1,531",16,761,2.1%,34,"1,585",2.1%,81,495,16.4%,6.4%,-1.0%
53053072111,53,WA,053,Pierce County,072111,926,16,512,3.1%,23,"1,098",2.1%,83,333,24.9%,6.4%,-1.0%
53053072112,53,WA,053,Pierce County,072112,"1,886",31,885,3.5%,37,"2,006",1.8%,162,575,28.2%,6.5%,-1.0%
53053072305,53,WA,053,Pierce County,072305,"2,516",31,"1,406",2.2%,38,"2,638",1.4%,157,914,17.2%,6.4%,-1.0%
53053072306,53,WA,053,Pierce County,072306,"3,057",35,"1,928",1.8%,45,"3,823",1.2%,201,"1,253",16.0%,5.4%,-1.0%
53053072307,53,WA,053,Pierce County,072307,"1,863",21,932,2.3%,48,"1,930",2.5%,123,606,20.3%,5.1%,-1.0%
53053072308,53,WA,053,Pierce County,072308,"2,599",25,"1,483",1.7%,42,"2,928",1.4%,151,964,15.7%,5.1%,-1.0%
53053072309,53,WA,053,Pierce County,072309,"2,451",21,"1,058",2.0%,62,"2,657",2.3%,120,688,17.4%,5.6%,-1.0%
53053072310,53,WA,053,Pierce County,072310,"1,574",17,786,2.2%,22,"1,629",1.4%,102,511,20.0%,5.2%,-1.0%
53053072311,53,WA,053,Pierce County,072311,"1,894",13,548,2.4%,24,"2,004",1.2%,78,356,21.9%,5.1%,-1.0%
53053072405,53,WA,053,Pierce County,072405,"1,433",22,"1,226",1.8%,0,"1,681",0.0%,105,797,13.2%,6.4%,-1.0%
53053072406,53,WA,053,Pierce County,072406,"1,650",39,"1,806",2.2%,0,"1,961",0.0%,193,"1,174",16.4%,6.4%,-1.0%
53053072407,53,WA,053,Pierce County,072407,"1,847",24,"1,151",2.1%,14,"2,174",0.6%,121,748,16.2%,6.4%,-1.0%
53053072408,53,WA,053,Pierce County,072408,"2,094",28,"1,491",1.9%,5,"2,317",0.2%,135,969,13.9%,6.4%,-1.0%
53053072409,53,WA,053,Pierce County,072409,881,13,721,1.8%,0,944,0.0%,60,469,12.8%,6.4%,-1.0%
53053072410,53,WA,053,Pierce County,072410,"1,041",18,"1,068",1.7%,0,"1,193",0.0%,87,694,12.5%,6.4%,-1.0%
53053072503,53,WA,053,Pierce County,072503,"1,363",42,"1,365",3.1%,0,"1,431",0.0%,222,887,25.0%,6.4%,-1.0%
53053072504,53,WA,053,Pierce County,072504,"1,125",17,997,1.7%,0,"1,440",0.0%,79,648,12.2%,6.4%,-1.0%
53053072505,53,WA,053,Pierce County,072505,"2,296",44,"2,191",2.0%,3,"2,668",0.1%,215,"1,424",15.1%,6.4%,-1.0%
53053072506,53,WA,053,Pierce County,072506,948,17,"1,052",1.6%,0,"1,292",0.0%,79,684,11.5%,6.4%,-1.0%
53053072507,53,WA,053,Pierce County,072507,"1,296",5,491,1.0%,78,"1,462",5.3%,23,319,7.2%,6.4%,-1.0%
53053072601,53,WA,053,Pierce County,072601,"1,654",46,"1,415",3.3%,0,"1,626",0.0%,243,920,26.4%,6.4%,-1.0%
53053072602,53,WA,053,Pierce County,072602,"1,291",25,851,2.9%,0,"1,047",0.0%,129,553,23.3%,6.4%,-1.0%
53053072603,53,WA,053,Pierce County,072603,"1,649",43,"1,180",3.6%,0,"1,980",0.0%,232,767,30.2%,6.4%,-1.0%
53053072700,53,WA,053,Pierce County,072700,0,#NULL!,#NULL!,###############################################################################################################################################################################################################################################################,#NULL!,#NULL!,###############################################################################################################################################################################################################################################################,0,#NULL!,0.0%,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################
53053072800,53,WA,053,Pierce County,072800,872,42,"2,429",1.7%,0,"2,803",0.0%,199,"1,579",12.6%,6.4%,-1.0%
53053072901,53,WA,053,Pierce County,072901,"1,021",0,6,0.0%,251,"1,052",23.9%,2,4,50.0%,6.4%,-1.0%
53053072903,53,WA,053,Pierce County,072903,547,0,3,0.0%,1,770,0.1%,0,2,0.0%,6.4%,-1.0%
53053072904,53,WA,053,Pierce County,072904,"3,053",2,58,3.4%,6,"3,073",0.2%,9,38,23.7%,6.4%,-1.0%
53053073001,53,WA,053,Pierce County,073001,"1,792",42,"1,163",3.6%,0,"1,341",0.0%,224,756,29.6%,6.4%,-1.0%
53053073005,53,WA,053,Pierce County,073005,"1,587",32,"1,103",2.9%,0,"1,711",0.0%,167,717,23.3%,6.4%,-1.0%
53053073006,53,WA,053,Pierce County,073006,"1,040",18,675,2.7%,0,843,0.0%,93,439,21.2%,6.4%,-1.0%
53053073107,53,WA,053,Pierce County,073107,"1,999",124,"3,624",3.4%,8,"2,907",0.3%,658,"2,356",27.9%,6.4%,-1.0%
53053073108,53,WA,053,Pierce County,073108,"1,722",97,"2,223",4.4%,25,"2,355",1.1%,528,"1,445",36.5%,6.4%,-1.0%
53053073109,53,WA,053,Pierce County,073109,"2,226",189,"4,657",4.1%,0,"4,879",0.0%,"1,020","3,027",33.7%,6.4%,-1.0%
53053073110,53,WA,053,Pierce County,073110,"1,142",36,"1,263",2.9%,25,"1,326",1.9%,186,821,22.7%,6.4%,-1.0%
53053073111,53,WA,053,Pierce County,073111,"1,230",52,"1,531",3.4%,21,"1,531",1.4%,275,995,27.6%,6.4%,-1.0%
53053073112,53,WA,053,Pierce County,073112,"1,454",109,"3,487",3.1%,0,"2,950",0.0%,576,"2,267",25.4%,6.4%,-1.0%
53053073113,53,WA,053,Pierce County,073113,"1,193",56,"1,626",3.4%,0,"1,814",0.0%,296,"1,057",28.0%,6.4%,-1.0%
53053073114,53,WA,053,Pierce County,073114,"1,787",61,"1,355",4.5%,0,"1,748",0.0%,334,881,37.9%,6.4%,-1.0%
53053073115,53,WA,053,Pierce County,073115,"1,417",46,"1,180",3.9%,0,"1,369",0.0%,246,767,32.1%,6.4%,-1.0%
53053073116,53,WA,053,Pierce County,073116,"1,026",18,681,2.6%,0,"1,111",0.0%,91,443,20.5%,6.4%,-1.0%
53053073117,53,WA,053,Pierce County,073117,"1,151",22,777,2.8%,0,"1,171",0.0%,114,505,22.6%,6.4%,-1.0%
53053073118,53,WA,053,Pierce County,073118,"1,408",39,"1,352",2.9%,0,"1,303",0.0%,204,879,23.2%,6.4%,-1.0%
53053073119,53,WA,053,Pierce County,073119,988,19,714,2.7%,0,841,0.0%,98,464,21.1%,6.4%,-1.0%
53053073200,53,WA,053,Pierce County,073200,"1,965",54,"1,458",3.7%,0,"1,140",0.0%,289,948,30.5%,6.4%,-1.0%
53053073301,53,WA,053,Pierce County,073301,"1,873",32,971,3.3%,64,"2,259",2.8%,167,631,26.5%,6.4%,-1.0%
53053073302,53,WA,053,Pierce County,073302,"1,527",32,"1,120",2.9%,44,"1,757",2.5%,166,728,22.8%,6.4%,-1.0%
53053073401,53,WA,053,Pierce County,073401,"2,862",45,"1,648",2.7%,90,"3,712",2.4%,262,"1,071",24.5%,5.4%,-1.0%
53053073403,53,WA,053,Pierce County,073403,"3,209",45,"1,723",2.6%,117,"3,405",3.4%,257,"1,120",22.9%,5.5%,-1.0%
53053073404,53,WA,053,Pierce County,073404,"2,467",37,"1,426",2.6%,73,"2,691",2.7%,216,927,23.3%,5.4%,-1.0%
53055960100,53,WA,055,San Juan County,960100,"2,169",3,706,0.4%,0,"1,209",0.0%,40,459,8.7%,4.0%,0.0%
53055960300,53,WA,055,San Juan County,960300,"1,866",2,757,0.3%,0,"1,838",0.0%,33,492,6.7%,4.0%,0.0%
53055960400,53,WA,055,San Juan County,960400,"1,192",4,406,1.0%,0,770,0.0%,33,264,12.5%,4.0%,0.0%
53055960500,53,WA,055,San Juan County,960500,"1,241",1,254,0.4%,0,"1,003",0.0%,15,165,9.1%,4.0%,0.0%
53057950100,53,WA,057,Skagit County,950100,401,1,92,1.1%,0,588,0.0%,7,60,11.7%,6.2%,-0.8%
53057950200,53,WA,057,Skagit County,950200,"1,796",15,941,1.6%,54,"2,087",2.6%,74,612,12.1%,6.2%,-0.8%
53057950300,53,WA,057,Skagit County,950300,869,10,631,1.6%,149,"1,243",12.0%,50,410,12.2%,6.2%,-0.8%
53057950400,53,WA,057,Skagit County,950400,"2,273",29,"1,598",1.8%,86,"2,883",3.0%,145,"1,039",14.0%,6.2%,-0.8%
53057950500,53,WA,057,Skagit County,950500,719,5,260,1.9%,30,667,4.5%,28,169,16.6%,6.2%,-0.8%
53057950600,53,WA,057,Skagit County,950600,700,7,285,2.5%,52,"1,028",5.1%,38,185,20.5%,6.2%,-0.8%
53057950700,53,WA,057,Skagit County,950700,"1,046",8,374,2.1%,67,"1,223",5.5%,43,243,17.7%,6.2%,-0.8%
53057950800,53,WA,057,Skagit County,950800,"2,034",17,912,1.9%,0,"2,407",0.0%,89,593,15.0%,6.2%,-0.8%
53057950900,53,WA,057,Skagit County,950900,"1,282",22,823,2.7%,0,"1,762",0.0%,119,535,22.2%,6.2%,-0.8%
53057951000,53,WA,057,Skagit County,951000,"1,007",15,451,3.3%,0,860,0.0%,84,293,28.7%,6.2%,-0.8%
53057951100,53,WA,057,Skagit County,951100,"1,744",28,611,4.6%,0,"1,401",0.0%,157,397,39.5%,6.2%,-0.8%
53057951200,53,WA,057,Skagit County,951200,794,16,677,2.4%,0,"1,363",0.0%,86,440,19.5%,6.2%,-0.8%
53057951300,53,WA,057,Skagit County,951300,687,8,298,2.7%,0,484,0.0%,42,194,21.6%,6.2%,-0.8%
53057951400,53,WA,057,Skagit County,951400,"1,463",36,828,4.3%,45,"1,549",2.9%,196,538,36.4%,6.2%,-0.8%
53057951500,53,WA,057,Skagit County,951500,"2,846",49,"1,377",3.6%,50,"3,450",1.4%,267,895,29.8%,6.2%,-0.8%
53057951600,53,WA,057,Skagit County,951600,"1,229",26,777,3.3%,12,"1,425",0.8%,140,505,27.7%,6.2%,-0.8%
53057951700,53,WA,057,Skagit County,951700,"1,186",36,863,4.2%,67,"1,343",5.0%,199,561,35.5%,6.2%,-0.8%
53057951800,53,WA,057,Skagit County,951800,"1,293",19,612,3.1%,45,"1,743",2.6%,101,398,25.4%,6.2%,-0.8%
53057951900,53,WA,057,Skagit County,951900,"1,389",13,635,2.0%,6,"1,443",0.4%,66,413,16.0%,6.2%,-0.8%
53057952000,53,WA,057,Skagit County,952000,"1,114",14,623,2.2%,0,"1,241",0.0%,75,405,18.5%,6.2%,-0.8%
53057952100,53,WA,057,Skagit County,952100,"1,263",11,423,2.6%,0,962,0.0%,56,275,20.4%,6.2%,-0.8%
53057952200,53,WA,057,Skagit County,952200,"1,363",24,658,3.6%,53,"1,648",3.2%,136,428,31.8%,6.1%,-0.8%
53057952300,53,WA,057,Skagit County,952300,"3,633",55,"1,844",3.0%,86,"4,422",1.9%,303,"1,199",25.3%,6.1%,-0.8%
53057952400,53,WA,057,Skagit County,952400,"3,137",72,"2,232",3.2%,91,"3,849",2.4%,399,"1,451",27.5%,6.1%,-0.8%
53057952500,53,WA,057,Skagit County,952500,"1,141",24,586,4.1%,83,"1,250",6.6%,132,381,34.6%,6.0%,-0.8%
53057952600,53,WA,057,Skagit County,952600,"1,236",25,829,3.0%,15,"1,444",1.0%,135,539,25.0%,6.2%,-0.8%
53057952700,53,WA,057,Skagit County,952700,"1,169",13,637,2.0%,0,"1,359",0.0%,69,414,16.7%,6.2%,-0.8%
53059950100,53,WA,059,Skamania County,950100,41,1,57,1.8%,1,63,1.6%,4,37,10.8%,8.3%,-0.2%
53059950200,53,WA,059,Skamania County,950200,"1,284",32,952,3.4%,0,"1,133",0.0%,143,619,23.1%,8.3%,-0.2%
53059950300,53,WA,059,Skamania County,950300,711,7,282,2.5%,0,240,0.0%,30,183,16.4%,8.3%,-0.2%
53059950400,53,WA,059,Skamania County,950400,791,5,225,2.2%,0,494,0.0%,18,146,12.3%,8.3%,-0.2%
53059950500,53,WA,059,Skamania County,950500,934,9,226,4.0%,1,317,0.3%,40,147,27.2%,8.3%,-0.2%
53061040100,53,WA,061,Snohomish County,040100,"1,710",18,"1,169",1.5%,55,"1,717",3.2%,121,760,15.9%,5.0%,0.0%
53061040200,53,WA,061,Snohomish County,040200,"2,085",30,743,4.0%,107,"2,542",4.2%,182,483,37.7%,5.0%,0.0%
53061040300,53,WA,061,Snohomish County,040300,"1,346",34,"1,065",3.2%,65,"1,385",4.7%,213,692,30.8%,5.0%,0.0%
53061040400,53,WA,061,Snohomish County,040400,"1,858",29,885,3.3%,76,"2,022",3.8%,180,575,31.3%,5.0%,0.0%
53061040500,53,WA,061,Snohomish County,040500,977,32,795,4.0%,55,"1,033",5.3%,198,517,38.3%,5.0%,0.0%
53061040600,53,WA,061,Snohomish County,040600,363,4,126,3.2%,24,302,7.9%,26,82,31.7%,5.0%,0.0%
53061040700,53,WA,061,Snohomish County,040700,"1,392",11,283,3.9%,148,"1,643",9.0%,67,184,36.4%,5.0%,0.0%
53061040800,53,WA,061,Snohomish County,040800,"1,021",9,460,2.0%,88,"1,196",7.4%,56,299,18.7%,5.0%,0.0%
53061040900,53,WA,061,Snohomish County,040900,"1,209",16,748,2.1%,53,"1,251",4.2%,103,486,21.2%,5.0%,0.0%
53061041000,53,WA,061,Snohomish County,041000,"2,204",43,"1,389",3.1%,145,"2,533",5.7%,267,903,29.6%,5.0%,0.0%
53061041100,53,WA,061,Snohomish County,041100,"1,734",24,"1,008",2.4%,114,"1,941",5.9%,153,655,23.4%,5.0%,0.0%
53061041201,53,WA,061,Snohomish County,041201,"1,135",24,932,2.6%,37,"1,239",3.0%,150,606,24.8%,5.0%,0.0%
53061041202,53,WA,061,Snohomish County,041202,"2,111",50,"1,623",3.1%,83,"2,292",3.6%,310,"1,055",29.4%,5.0%,0.0%
53061041301,53,WA,061,Snohomish County,041301,"1,938",18,"1,621",1.1%,73,"2,306",3.2%,134,"1,054",12.7%,4.5%,0.0%
53061041302,53,WA,061,Snohomish County,041302,"2,169",35,"1,884",1.9%,74,"3,022",2.4%,228,"1,225",18.6%,5.0%,0.0%
53061041400,53,WA,061,Snohomish County,041400,"1,990",46,"1,458",3.2%,65,"2,161",3.0%,284,948,30.0%,5.0%,0.0%
53061041500,53,WA,061,Snohomish County,041500,553,11,374,2.9%,26,565,4.6%,71,243,29.2%,5.0%,0.0%
53061041601,53,WA,061,Snohomish County,041601,"1,513",40,"1,808",2.2%,29,"1,954",1.5%,266,"1,175",22.6%,4.6%,0.0%
53061041605,53,WA,061,Snohomish County,041605,"1,860",27,"1,523",1.8%,18,"1,990",0.9%,184,990,18.6%,4.6%,0.0%
53061041606,53,WA,061,Snohomish County,041606,"1,302",23,"1,181",1.9%,77,"1,831",4.2%,154,768,20.1%,4.7%,0.0%
53061041607,53,WA,061,Snohomish County,041607,856,21,"1,266",1.7%,4,"1,238",0.3%,147,823,17.9%,4.5%,0.0%
53061041608,53,WA,061,Snohomish County,041608,"1,658",25,"1,940",1.3%,0,"2,077",0.0%,184,"1,261",14.6%,4.5%,0.0%
53061041701,53,WA,061,Snohomish County,041701,"1,831",13,563,2.3%,67,"1,921",3.5%,84,366,23.0%,4.8%,0.0%
53061041702,53,WA,061,Snohomish County,041702,"2,117",39,"2,386",1.6%,101,"3,808",2.7%,276,"1,551",17.8%,4.5%,0.0%
53061041804,53,WA,061,Snohomish County,041804,"2,918",58,"2,706",2.1%,133,"4,656",2.9%,390,"1,759",22.2%,4.5%,0.0%
53061041805,53,WA,061,Snohomish County,041805,"2,199",47,"1,317",3.6%,39,"2,503",1.6%,291,856,34.0%,5.0%,0.0%
53061041806,53,WA,061,Snohomish County,041806,"2,873",34,"1,254",2.7%,53,"3,017",1.8%,216,815,26.5%,4.8%,0.0%
53061041807,53,WA,061,Snohomish County,041807,"3,653",40,"1,497",2.7%,93,"4,523",2.1%,261,973,26.8%,4.5%,0.0%
53061041808,53,WA,061,Snohomish County,041808,"1,474",30,849,3.5%,32,"1,789",1.8%,191,552,34.6%,4.7%,0.0%
53061041901,53,WA,061,Snohomish County,041901,"1,087",24,"1,025",2.3%,77,"1,516",5.1%,161,666,24.2%,4.5%,0.0%
53061041903,53,WA,061,Snohomish County,041903,"2,694",45,"1,152",3.9%,97,"3,146",3.1%,274,749,36.6%,5.0%,0.0%
53061041904,53,WA,061,Snohomish County,041904,"1,774",15,428,3.5%,28,"2,145",1.3%,91,278,32.7%,5.0%,0.0%
53061041905,53,WA,061,Snohomish County,041905,"1,504",32,"1,032",3.1%,41,"2,311",1.8%,199,671,29.7%,5.0%,0.0%
53061042001,53,WA,061,Snohomish County,042001,"2,053",14,"1,565",0.9%,24,"2,391",1.0%,114,"1,017",11.2%,4.5%,0.0%
53061042003,53,WA,061,Snohomish County,042003,"1,132",15,952,1.6%,24,"1,250",1.9%,109,619,17.6%,4.5%,0.0%
53061042004,53,WA,061,Snohomish County,042004,"1,315",22,"1,178",1.9%,38,"1,551",2.5%,151,766,19.7%,4.5%,0.0%
53061042005,53,WA,061,Snohomish County,042005,"1,580",12,"1,455",0.8%,28,"1,714",1.6%,96,946,10.1%,4.5%,0.0%
53061042006,53,WA,061,Snohomish County,042006,"1,440",11,917,1.2%,41,"2,168",1.9%,84,596,14.1%,4.5%,0.0%
53061050101,53,WA,061,Snohomish County,050101,879,10,701,1.4%,27,967,2.8%,75,456,16.4%,4.5%,0.0%
53061050102,53,WA,061,Snohomish County,050102,"1,768",25,"1,354",1.8%,28,"2,173",1.3%,172,880,19.5%,4.5%,0.0%
53061050200,53,WA,061,Snohomish County,050200,"1,527",7,"1,089",0.6%,48,"1,659",2.9%,72,708,10.2%,4.0%,0.0%
53061050300,53,WA,061,Snohomish County,050300,"2,081",11,"1,288",0.9%,59,"2,168",2.7%,100,837,11.9%,4.0%,0.0%
53061050401,53,WA,061,Snohomish County,050401,"3,018",19,"1,835",1.0%,105,"3,117",3.4%,164,"1,193",13.7%,4.0%,0.0%
53061050402,53,WA,061,Snohomish County,050402,"2,269",11,"1,234",0.9%,75,"2,378",3.2%,97,802,12.1%,4.0%,0.0%
53061050500,53,WA,061,Snohomish County,050500,"3,224",5,"1,409",0.4%,153,"3,463",4.4%,67,916,7.3%,4.0%,0.0%
53061050600,53,WA,061,Snohomish County,050600,330,0,348,0.0%,19,620,3.1%,9,226,4.0%,4.5%,0.0%
53061050700,53,WA,061,Snohomish County,050700,"2,510",11,"1,285",0.9%,95,"2,601",3.7%,103,835,12.3%,4.0%,0.0%
53061050800,53,WA,061,Snohomish County,050800,"2,419",19,"1,552",1.2%,90,"2,527",3.6%,148,"1,009",14.7%,4.3%,0.0%
53061050900,53,WA,061,Snohomish County,050900,"1,352",11,634,1.7%,43,"1,515",2.8%,80,412,19.4%,4.0%,0.0%
53061051000,53,WA,061,Snohomish County,051000,"1,715",18,958,1.9%,12,"1,867",0.6%,125,623,20.1%,4.5%,0.0%
53061051100,53,WA,061,Snohomish County,051100,"1,513",29,"1,178",2.5%,53,"1,582",3.4%,192,766,25.1%,4.5%,0.0%
53061051200,53,WA,061,Snohomish County,051200,"1,781",36,"1,389",2.6%,43,"1,830",2.3%,236,903,26.1%,4.5%,0.0%
53061051300,53,WA,061,Snohomish County,051300,"2,841",32,"1,832",1.7%,94,"3,079",3.1%,220,"1,191",18.5%,4.5%,0.0%
53061051400,53,WA,061,Snohomish County,051400,"3,018",26,"1,181",2.2%,60,"3,451",1.7%,173,768,22.5%,4.6%,0.0%
53061051500,53,WA,061,Snohomish County,051500,"2,186",26,"1,092",2.4%,72,"2,292",3.1%,171,710,24.1%,4.6%,0.0%
53061051601,53,WA,061,Snohomish County,051601,"1,609",24,"1,109",2.2%,25,"1,738",1.4%,162,721,22.5%,4.6%,0.0%
53061051602,53,WA,061,Snohomish County,051602,"1,593",19,965,2.0%,43,"1,480",2.9%,129,627,20.6%,4.6%,0.0%
53061051701,53,WA,061,Snohomish County,051701,"2,417",28,"1,197",2.3%,63,"2,591",2.4%,183,778,23.5%,4.6%,0.0%
53061051702,53,WA,061,Snohomish County,051702,"1,540",17,"1,037",1.6%,18,"1,830",1.0%,115,674,17.1%,4.6%,0.0%
53061051801,53,WA,061,Snohomish County,051801,"2,620",45,"2,289",2.0%,52,"4,121",1.3%,306,"1,488",20.6%,4.5%,0.0%
53061051802,53,WA,061,Snohomish County,051802,"1,326",29,"1,601",1.8%,24,"1,913",1.3%,200,"1,041",19.2%,4.6%,0.0%
53061051905,53,WA,061,Snohomish County,051905,"2,560",39,"2,146",1.8%,38,"3,034",1.3%,268,"1,395",19.2%,4.5%,0.0%
53061051909,53,WA,061,Snohomish County,051909,"2,618",44,"2,335",1.9%,55,"3,768",1.5%,300,"1,518",19.8%,4.5%,0.0%
53061051911,53,WA,061,Snohomish County,051911,"2,473",20,"2,526",0.8%,166,"3,863",4.3%,187,"1,642",11.4%,4.0%,0.0%
53061051912,53,WA,061,Snohomish County,051912,782,6,548,1.1%,0,824,0.0%,47,356,13.2%,4.5%,0.0%
53061051913,53,WA,061,Snohomish County,051913,"1,366",16,"1,195",1.3%,27,"1,535",1.8%,119,777,15.3%,4.5%,0.0%
53061051914,53,WA,061,Snohomish County,051914,"1,413",13,"1,145",1.1%,35,"1,553",2.3%,97,744,13.0%,4.5%,0.0%
53061051915,53,WA,061,Snohomish County,051915,"1,814",31,"2,278",1.4%,23,"2,327",1.0%,232,"1,481",15.7%,4.3%,0.0%
53061051916,53,WA,061,Snohomish County,051916,"1,311",18,"1,198",1.5%,19,"1,281",1.5%,145,779,18.6%,3.8%,0.0%
53061051917,53,WA,061,Snohomish County,051917,"1,387",13,"1,038",1.3%,37,"1,540",2.4%,101,675,15.0%,4.1%,0.0%
53061051918,53,WA,061,Snohomish County,051918,"1,752",8,"1,238",0.6%,58,"1,928",3.0%,90,805,11.2%,3.6%,0.0%
53061051919,53,WA,061,Snohomish County,051919,"2,464",44,"2,494",1.8%,54,"3,146",1.7%,311,"1,621",19.2%,4.4%,0.0%
53061051920,53,WA,061,Snohomish County,051920,"2,897",42,"3,264",1.3%,58,"4,140",1.4%,311,"2,122",14.7%,4.5%,0.0%
